global_index,turn_id,dialogue_id,turn_index,conversation_id,persuader_turn_index,n_turns_in_dialogue,annotator,strategies,categories,n_labels,flags,note,text
3279,20180826-180314_928_live#t016,20180826-180314_928_live,16,20180826-180314_928_live,8,20,shovon,rapport_building|hope_and_positive_impact|personal_related_inquiry,Emotional Appeal|Relational and Interactive,3,,CoT: 'fantastic of you' (rapport). 'made a small difference' (impact). 'How about you?' (inquiry).,Well thats fantastic of you.  I feel like together we made a small difference in the world today.  How about you?
3280,20180826-180314_928_live#t018,20180826-180314_928_live,18,20180826-180314_928_live,9,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Ending conversation.,Well great.  I wish you a happy rest of your weekend. And it was a pleasure chatting with you today.
3281,20180826-053925_84_live#t000,20180826-053925_84_live,0,20180826-053925_84_live,0,20,shovon,rapport_building|task_clarification|organization_information|minimization_framing,Framing and Presentation|Information Provision|Relational and Interactive,4,,CoT: 'Hello' (rapport). 'would you like to donate' (clarification). 'Save the Children' (org info). 'little amount of money' (minimization).,Hello would you like to donate little amount of money to a a children's charity called Save the Children.
3282,20180826-053925_84_live#t002,20180826-053925_84_live,2,20180826-053925_84_live,1,20,shovon,personal_related_inquiry,Relational and Interactive,1,,CoT: Asking question.,"because I love , dont you ?"
3283,20180826-053925_84_live#t004,20180826-053925_84_live,4,20180826-053925_84_live,2,20,shovon,rapport_building|emotion_appeal|personal_related_inquiry,Emotional Appeal|Relational and Interactive,3,,CoT: 'my friend' (rapport). 'love children' (emotion). 'dont you' (inquiry).,"excuse me.. that was a typo my friend. because I love children, dont you"
3284,20180826-053925_84_live#t006,20180826-053925_84_live,6,20180826-053925_84_live,3,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Validating preference.,okay thats fine its your personal preference.
3285,20180826-053925_84_live#t008,20180826-053925_84_live,8,20180826-053925_84_live,4,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Agreeing.,"there could be, i am not denying it."
3286,20180826-053925_84_live#t010,20180826-053925_84_live,10,20180826-053925_84_live,5,20,shovon,task_clarification,Information Provision,1,,CoT: 'if you dont want to donate... its your choice'.,understand but thats not the point though. if you dont want to donate to charity called Save the Children. its your choice.. its your money.
3287,20180826-053925_84_live#t012,20180826-053925_84_live,12,20180826-053925_84_live,6,20,shovon,rapport_building|task_clarification,Information Provision|Relational and Interactive,2,,CoT: 'my friend' (rapport). 'it is your choice' (clarification).,you do not have to guarantee to me. I dont care if you donate or not. it is your choice my friend
3288,20180826-053925_84_live#t014,20180826-053925_84_live,14,20180826-053925_84_live,7,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Arguing back.,who knows? Did I ask that?
3289,20180826-053925_84_live#t016,20180826-053925_84_live,16,20180826-053925_84_live,8,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Dismissing.,could be. all i need is to submit this survey.
3290,20180826-053925_84_live#t018,20180826-053925_84_live,18,20180826-053925_84_live,9,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Dismissing.,may be. maybe not.
3291,20180826-190151_488_live#t000,20180826-190151_488_live,0,20180826-190151_488_live,0,20,shovon,rapport_building|personal_related_inquiry,Relational and Interactive,2,,CoT: Greeting.,Hello! How are you tonight?
3292,20180826-190151_488_live#t002,20180826-190151_488_live,2,20180826-190151_488_live,1,20,shovon,rapport_building|source_related_inquiry,Relational and Interactive,2,,CoT: 'I am good' (rapport). 'heard of STC?' (inquiry).,I am good thank you.  Have you heard of Save the Children?
3293,20180826-190151_488_live#t004,20180826-190151_488_live,4,20180826-190151_488_live,2,20,shovon,logical_appeal|self_modeling,Rational Appeal|Social Influence,2,,CoT: 'Children are our future' (logic). 'believe in charities' (self modeling).,Children are our future and I believe in charities helping children.
3294,20180826-190151_488_live#t006,20180826-190151_488_live,6,20180826-190151_488_live,3,20,shovon,self_modeling|personal_related_inquiry,Social Influence|Relational and Interactive,2,,CoT: 'I do donate' (self modeling). 'Do you make donations?' (inquiry).,I do donate to Save the children a lot.  Do you make donations?
3295,20180826-190151_488_live#t008,20180826-190151_488_live,8,20180826-190151_488_live,4,20,shovon,organization_information|donation_procedure_information,Information Provision,2,,CoT: URL (org info). 'make donations on their website' (procedure).,Check out  URL   It is a great site and you can also make donations on their website.
3296,20180826-190151_488_live#t010,20180826-190151_488_live,10,20180826-190151_488_live,5,20,shovon,self_modeling|task_clarification,Social Influence|Information Provision,2,,CoT: 'donations I make go for' (self modeling). 'care to donate' (clarification).,The donations I make go for what ever childrens funding needed.  Would you care to donate at the end of the task?
3297,20180826-190151_488_live#t012,20180826-190151_488_live,12,20180826-190151_488_live,6,20,shovon,rapport_building|gratitude_and_appreciation|task_clarification,Reciprocity and Exchange|Information Provision|Relational and Interactive,3,,CoT: 'Thats great' (rapport). 'Thank you' (gratitude). 'How much will you be donating?' (clarification).,Thats great! Thank you. How much will you be donating?
3298,20180826-190151_488_live#t014,20180826-190151_488_live,14,20180826-190151_488_live,7,20,shovon,rapport_building,Relational and Interactive,1,,CoT: Compliment.,Your an awesome individual. The world needs more people like  yourself.
3299,20180826-190151_488_live#t016,20180826-190151_488_live,16,20180826-190151_488_live,8,20,shovon,personal_related_inquiry,Relational and Interactive,1,,CoT: Asks about volunteering.,Do you do any volunteering?
3300,20180826-190151_488_live#t018,20180826-190151_488_live,18,20180826-190151_488_live,9,20,shovon,personal_story,Relational and Interactive,1,,CoT: Tells personal story about taking in kids.,Thats fantastic.  I take in children in need who would otherwise do without.  Right now I have 3 extra kids.
3301,20180826-174120_426_live#t000,20180826-174120_426_live,0,20180826-174120_426_live,0,22,shovon,rapport_building|organization_information,Information Provision|Relational and Interactive,2,,CoT: 'Hi' (rapport). Introduces 'save the children' (org info).,"Hi, I would like to speak to you about a wonderful charity called ""save the children""."
3302,20180826-174120_426_live#t002,20180826-174120_426_live,2,20180826-174120_426_live,1,22,shovon,hope_and_positive_impact|organizational_credibility,Emotional Appeal|Credibility Appeal,2,,CoT: 'investing in a future' (impact). '90% of every dollar you give goes straight to our mission' (credibility).,"When you give to Save the Children, you're investing in a future for every last child.Nearly 90% of every dollar you give goes straight to our mission _ helping children grow up healthy, learning and safe."
3303,20180826-174120_426_live#t004,20180826-174120_426_live,4,20180826-174120_426_live,2,22,shovon,organization_information,Information Provision,1,,CoT: Explains where the rest of money goes (org info).,The rest? We use to support the mission _ running our programs and raising funds to help more children.
3304,20180826-174120_426_live#t006,20180826-174120_426_live,6,20180826-174120_426_live,3,22,shovon,hope_and_positive_impact,Emotional Appeal,1,,CoT: 'Changing children's lives now. Transforming the future we all share.' (impact).,Giving to Save the Children is one of the world's best investments. Changing children's lives now. Transforming the future we all share.
3305,20180826-174120_426_live#t008,20180826-174120_426_live,8,20180826-174120_426_live,4,22,shovon,organizational_credibility|minimization_framing|hope_and_positive_impact,Emotional Appeal|Credibility Appeal|Framing and Presentation,3,,CoT: 'reached more than 155 million children' (credibility). 'give a little or a lot' (minimization). 'Every gift makes a world of difference' (impact).,"In 2017 alone, Save the Children reached more than 155 million children in 120 countries, including the U.S.  Results like these are only possible because of giving people like you. Whether you give a little or a lot. Every gift makes a world of difference for a child in need."
3306,20180826-174120_426_live#t010,20180826-174120_426_live,10,20180826-174120_426_live,5,22,shovon,rapport_building|task_clarification,Information Provision|Relational and Interactive,2,,"CoT: 'I know, it is a really great organization' (rapport). 'willing to donate today?' (clarification).","I know, it is a really great organization. Do you think you'd be willing to donate today?"
3307,20180826-174120_426_live#t012,20180826-174120_426_live,12,20180826-174120_426_live,6,22,shovon,task_clarification,Information Provision,1,,CoT: Asks for specific amount.,How about $.15 today?
3308,20180826-174120_426_live#t014,20180826-174120_426_live,14,20180826-174120_426_live,7,22,shovon,rapport_building|hope_and_positive_impact,Emotional Appeal|Relational and Interactive,2,,CoT: 'Awesome' (rapport). 'making a world of difference' (impact).,"Awesome, you are making a world of difference for children around the world."
3309,20180826-174120_426_live#t016,20180826-174120_426_live,16,20180826-174120_426_live,8,22,shovon,rapport_building|minimization_framing,Framing and Presentation|Relational and Interactive,2,,CoT: 'absolutely right' (rapport). 'not even notice the money missing' (minimization).,You're absolutely right. Most people would not even notice the money missing.
